"subject" "activity" "variable" "mean(value)"
"subject6" "standing" "tBodyAccMeanZ" -0.112172831947368
"subject6" "sitting" "tBodyAccMeanZ" -0.110127728709091
"subject6" "laying" "tBodyAccMeanZ" -0.133119570368421
"subject6" "walking" "tBodyAccMeanZ" -0.110303165877193
"subject6" "walking_downstairs" "tBodyAccMeanZ" -0.107209356208333
"subject6" "walking_upstairs" "tBodyAccMeanZ" -0.122082438784314
"subject7" "standing" "tBodyAccMeanZ" -0.0997778303207547
"subject7" "sitting" "tBodyAccMeanZ" -0.122464597625
"subject7" "laying" "tBodyAccMeanZ" -0.101361036576923
"subject7" "walking" "tBodyAccMeanZ" -0.110912234947368
"subject7" "walking_downstairs" "tBodyAccMeanZ" -0.096938308587234
"subject7" "walking_upstairs" "tBodyAccMeanZ" -0.143769688803922
"subject8" "standing" "tBodyAccMeanZ" -0.106114996837037
"subject8" "sitting" "tBodyAccMeanZ" -0.104461049130435
"subject8" "laying" "tBodyAccMeanZ" -0.102245365611111
"subject8" "walking" "tBodyAccMeanZ" -0.107252090833333
"subject8" "walking_downstairs" "tBodyAccMeanZ" -0.107598135394737
"subject8" "walking_upstairs" "tBodyAccMeanZ" -0.11512211995122
"subject11" "standing" "tBodyAccMeanZ" -0.108686630425532
"subject11" "sitting" "tBodyAccMeanZ" -0.112840218339623
"subject11" "laying" "tBodyAccMeanZ" -0.108786578070175
"subject11" "walking" "tBodyAccMeanZ" -0.106096304033898
"subject11" "walking_downstairs" "tBodyAccMeanZ" -0.111070149978261
"subject11" "walking_upstairs" "tBodyAccMeanZ" -0.106797216481481
"subject14" "standing" "tBodyAccMeanZ" -0.103817701790667
"subject14" "sitting" "tBodyAccMeanZ" -0.100401490425926
"subject14" "laying" "tBodyAccMeanZ" -0.0868333315509804
"subject14" "walking" "tBodyAccMeanZ" -0.106756369135593
"subject14" "walking_downstairs" "tBodyAccMeanZ" -0.0928330165533333
"subject14" "walking_upstairs" "tBodyAccMeanZ" -0.112279688983333
"subject15" "standing" "tBodyAccMeanZ" -0.105910832679245
"subject15" "sitting" "tBodyAccMeanZ" -0.11366125320339
"subject15" "laying" "tBodyAccMeanZ" -0.118530240291667
"subject15" "walking" "tBodyAccMeanZ" -0.107621819518519
"subject15" "walking_downstairs" "tBodyAccMeanZ" -0.110526066428571
"subject15" "walking_upstairs" "tBodyAccMeanZ" -0.116952464895833
"subject16" "standing" "tBodyAccMeanZ" -0.103657729076923
"subject16" "sitting" "tBodyAccMeanZ" -0.0891404038405797
"subject16" "laying" "tBodyAccMeanZ" -0.107310493242857
"subject16" "walking" "tBodyAccMeanZ" -0.108804049803922
"subject16" "walking_downstairs" "tBodyAccMeanZ" -0.119873705148936
"subject16" "walking_upstairs" "tBodyAccMeanZ" -0.124074517745098
"subject17" "standing" "tBodyAccMeanZ" -0.111432145565
"subject17" "sitting" "tBodyAccMeanZ" -0.11362408509375
"subject17" "laying" "tBodyAccMeanZ" -0.107006279704225
"subject17" "walking" "tBodyAccMeanZ" -0.109792122032787
"subject17" "walking_downstairs" "tBodyAccMeanZ" -0.0892432745173913
"subject17" "walking_upstairs" "tBodyAccMeanZ" -0.121290442104167
"subject19" "standing" "tBodyAccMeanZ" -0.10904190460274
"subject19" "sitting" "tBodyAccMeanZ" -0.10870765430137
"subject19" "laying" "tBodyAccMeanZ" -0.10898146186747
"subject19" "walking" "tBodyAccMeanZ" -0.122736673192308
"subject19" "walking_downstairs" "tBodyAccMeanZ" -0.133695240660974
"subject19" "walking_upstairs" "tBodyAccMeanZ" -0.151054607725
"subject21" "standing" "tBodyAccMeanZ" -0.110417855808989
"subject21" "sitting" "tBodyAccMeanZ" -0.112057887741176
"subject21" "laying" "tBodyAccMeanZ" -0.103253832233333
"subject21" "walking" "tBodyAccMeanZ" -0.104319332403846
"subject21" "walking_downstairs" "tBodyAccMeanZ" -0.09816866218
"subject21" "walking_upstairs" "tBodyAccMeanZ" -0.125414265340426
"subject22" "standing" "tBodyAccMeanZ" -0.104967423820635
"subject22" "sitting" "tBodyAccMeanZ" -0.105827369516129
"subject22" "laying" "tBodyAccMeanZ" -0.110800924652778
"subject22" "walking" "tBodyAccMeanZ" -0.107112510934783
"subject22" "walking_downstairs" "tBodyAccMeanZ" -0.1074157796
"subject22" "walking_upstairs" "tBodyAccMeanZ" -0.117550861738095
"subject23" "standing" "tBodyAccMeanZ" -0.1105970177575
"subject23" "sitting" "tBodyAccMeanZ" -0.103808679294118
"subject23" "laying" "tBodyAccMeanZ" -0.104256776291667
"subject23" "walking" "tBodyAccMeanZ" -0.113382994084746
"subject23" "walking_downstairs" "tBodyAccMeanZ" -0.0988123712574074
"subject23" "walking_upstairs" "tBodyAccMeanZ" -0.126890616782353
"subject25" "standing" "tBodyAccMeanZ" -0.107352957594595
"subject25" "sitting" "tBodyAccMeanZ" -0.109160440476923
"subject25" "laying" "tBodyAccMeanZ" -0.100428830260274
"subject25" "walking" "tBodyAccMeanZ" -0.108737636297297
"subject25" "walking_downstairs" "tBodyAccMeanZ" -0.107192376965517
"subject25" "walking_upstairs" "tBodyAccMeanZ" -0.126210440292308
"subject26" "standing" "tBodyAccMeanZ" -0.110237796416216
"subject26" "sitting" "tBodyAccMeanZ" -0.0974448692333333
"subject26" "laying" "tBodyAccMeanZ" -0.105002540289474
"subject26" "walking" "tBodyAccMeanZ" -0.108927011474576
"subject26" "walking_downstairs" "tBodyAccMeanZ" -0.1064396194
"subject26" "walking_upstairs" "tBodyAccMeanZ" -0.121943461236364
"subject27" "standing" "tBodyAccMeanZ" -0.107835818025
"subject27" "sitting" "tBodyAccMeanZ" -0.105521912588571
"subject27" "laying" "tBodyAccMeanZ" -0.107699732837838
"subject27" "walking" "tBodyAccMeanZ" -0.112822289263158
"subject27" "walking_downstairs" "tBodyAccMeanZ" -0.112837694688636
"subject27" "walking_upstairs" "tBodyAccMeanZ" -0.123530438196078
"subject28" "standing" "tBodyAccMeanZ" -0.106579385202532
"subject28" "sitting" "tBodyAccMeanZ" -0.111517939555556
"subject28" "laying" "tBodyAccMeanZ" -0.1083448529625
"subject28" "walking" "tBodyAccMeanZ" -0.103714705396296
"subject28" "walking_downstairs" "tBodyAccMeanZ" -0.10858897408913
"subject28" "walking_upstairs" "tBodyAccMeanZ" -0.121514025692157
"subject29" "standing" "tBodyAccMeanZ" -0.108659067476923
"subject29" "sitting" "tBodyAccMeanZ" -0.1104118192
"subject29" "laying" "tBodyAccMeanZ" -0.109462068173913
"subject29" "walking" "tBodyAccMeanZ" -0.106632427301887
"subject29" "walking_downstairs" "tBodyAccMeanZ" -0.0981339984895833
"subject29" "walking_upstairs" "tBodyAccMeanZ" -0.118000587840816
"subject30" "standing" "tBodyAccMeanZ" -0.108756209835593
"subject30" "sitting" "tBodyAccMeanZ" -0.099515446133871
"subject30" "laying" "tBodyAccMeanZ" -0.1036581505
"subject30" "walking" "tBodyAccMeanZ" -0.0986247068969231
"subject30" "walking_downstairs" "tBodyAccMeanZ" -0.0999781422322581
"subject30" "walking_upstairs" "tBodyAccMeanZ" -0.124697493775385
"subject2" "standing" "tBodyAccStdX" -0.987271889259259
"subject2" "sitting" "tBodyAccStdX" -0.986822279565217
"subject2" "laying" "tBodyAccStdX" -0.974059464791667
"subject2" "walking" "tBodyAccStdX" -0.423642838474576
"subject2" "walking_downstairs" "tBodyAccStdX" 0.0463666814446808
"subject2" "walking_upstairs" "tBodyAccStdX" -0.304376406458333
"subject4" "standing" "tBodyAccStdX" -0.97692058
"subject4" "sitting" "tBodyAccStdX" -0.980309931
"subject4" "laying" "tBodyAccStdX" -0.954193738888889
"subject4" "walking" "tBodyAccStdX" -0.440829971333333
"subject4" "walking_downstairs" "tBodyAccStdX" 0.0111935496222222
"subject4" "walking_upstairs" "tBodyAccStdX" -0.204933042903846
"subject9" "standing" "tBodyAccStdX" -0.975741252444444
"subject9" "sitting" "tBodyAccStdX" -0.9572277914
"subject9" "laying" "tBodyAccStdX" -0.94233309
"subject9" "walking" "tBodyAccStdX" -0.238353562692308
"subject9" "walking_downstairs" "tBodyAccStdX" 0.213392270547619
"subject9" "walking_upstairs" "tBodyAccStdX" -0.36144437755102
"subject10" "standing" "tBodyAccStdX" -0.978403481818182
"subject10" "sitting" "tBodyAccStdX" -0.982901825925926
"subject10" "laying" "tBodyAccStdX" -0.968283685
"subject10" "walking" "tBodyAccStdX" -0.178709734396226
"subject10" "walking_downstairs" "tBodyAccStdX" 0.295733547631579
"subject10" "walking_upstairs" "tBodyAccStdX" -0.161591924234043
"subject12" "standing" "tBodyAccStdX" -0.981243992459016
"subject12" "sitting" "tBodyAccStdX" -0.982568781960784
"subject12" "laying" "tBodyAccStdX" -0.95531868
"subject12" "walking" "tBodyAccStdX" -0.128898533096
"subject12" "walking_downstairs" "tBodyAccStdX" 0.0424084916086956
"subject12" "walking_upstairs" "tBodyAccStdX" -0.290149192307692
"subject13" "standing" "tBodyAccStdX" -0.991020759298246
"subject13" "sitting" "tBodyAccStdX" -0.989546275306122
"subject13" "laying" "tBodyAccStdX" -0.968891989354839
"subject13" "walking" "tBodyAccStdX" -0.346980394210526
"subject13" "walking_downstairs" "tBodyAccStdX" -0.0681563626617021
"subject13" "walking_upstairs" "tBodyAccStdX" -0.296284597454545
"subject18" "standing" "tBodyAccStdX" -0.992019762739726
"subject18" "sitting" "tBodyAccStdX" -0.994347988596491
"subject18" "laying" "tBodyAccStdX" -0.984527649230769
"subject18" "walking" "tBodyAccStdX" -0.37600552125
"subject18" "walking_downstairs" "tBodyAccStdX" -0.302634565090909
"subject18" "walking_upstairs" "tBodyAccStdX" -0.380168286724138
"subject20" "standing" "tBodyAccStdX" -0.967209961232877
"subject20" "sitting" "tBodyAccStdX" -0.983081858939394
"subject20" "laying" "tBodyAccStdX" -0.962249114705882
"subject20" "walking" "tBodyAccStdX" -0.208342792019608
"subject20" "walking_downstairs" "tBodyAccStdX" 0.0745098785288889
"subject20" "walking_upstairs" "tBodyAccStdX" -0.116088676011765
"subject24" "standing" "tBodyAccStdX" -0.98725587115942
"subject24" "sitting" "tBodyAccStdX" -0.990593766617647
"subject24" "laying" "tBodyAccStdX" -0.967984021111111
"subject24" "walking" "tBodyAccStdX" -0.47076236637931
"subject24" "walking_downstairs" "tBodyAccStdX" -0.08273248054
"subject24" "walking_upstairs" "tBodyAccStdX" -0.344399351355932
"subject1" "standing" "tBodyAccStdX" -0.995759901509434
"subject1" "sitting" "tBodyAccStdX" -0.977229008297872
"subject1" "laying" "tBodyAccStdX" -0.9280564692
"subject1" "walking" "tBodyAccStdX" -0.283740258842105
"subject1" "walking_downstairs" "tBodyAccStdX" 0.0300353383483878
"subject1" "walking_upstairs" "tBodyAccStdX" -0.35470802509434
"subject3" "standing" "tBodyAccStdX" -0.96674254295082
"subject3" "sitting" "tBodyAccStdX" -0.971010120961538
"subject3" "laying" "tBodyAccStdX" -0.982776639193548
"subject3" "walking" "tBodyAccStdX" -0.360356726034483
"subject3" "walking_downstairs" "tBodyAccStdX" -0.0574100475102041
"subject3" "walking_upstairs" "tBodyAccStdX" -0.313123437627119
"subject5" "standing" "tBodyAccStdX" -0.968591815714286
"subject5" "sitting" "tBodyAccStdX" -0.980945022045455
"subject5" "laying" "tBodyAccStdX" -0.965934509615385
"subject5" "walking" "tBodyAccStdX" -0.294098534232143
"subject5" "walking_downstairs" "tBodyAccStdX" 0.275046110468085
"subject5" "walking_upstairs" "tBodyAccStdX" -0.0457237779851064
"subject6" "standing" "tBodyAccStdX" -0.981758159649123
"subject6" "sitting" "tBodyAccStdX" -0.980164933636364
"subject6" "laying" "tBodyAccStdX" -0.934049422052632
"subject6" "walking" "tBodyAccStdX" -0.296538717368421
"subject6" "walking_downstairs" "tBodyAccStdX" 0.383681639791667
"subject6" "walking_upstairs" "tBodyAccStdX" -0.0501350188513725
"subject7" "standing" "tBodyAccStdX" -0.979307570377358
"subject7" "sitting" "tBodyAccStdX" -0.972668374583333
"subject7" "laying" "tBodyAccStdX" -0.93651361
"subject7" "walking" "tBodyAccStdX" -0.327243240701754
"subject7" "walking_downstairs" "tBodyAccStdX" 0.0660815600978723
"subject7" "walking_upstairs" "tBodyAccStdX" -0.29487297445098
"subject8" "standing" "tBodyAccStdX" -0.988815418148148
"subject8" "sitting" "tBodyAccStdX" -0.979026152391304
"subject8" "laying" "tBodyAccStdX" -0.94304121537037
"subject8" "walking" "tBodyAccStdX" -0.173605736002083
"subject8" "walking_downstairs" "tBodyAccStdX" 0.0241393473736842
"subject8" "walking_upstairs" "tBodyAccStdX" -0.171712174634146
"subject11" "standing" "tBodyAccStdX" -0.994978878723404
"subject11" "sitting" "tBodyAccStdX" -0.982796562075472
"subject11" "laying" "tBodyAccStdX" -0.98477733
"subject11" "walking" "tBodyAccStdX" -0.422842071864407
"subject11" "walking_downstairs" "tBodyAccStdX" 0.142456557034783
"subject11" "walking_upstairs" "tBodyAccStdX" -0.238802959018519
"subject14" "standing" "tBodyAccStdX" -0.973268905
"subject14" "sitting" "tBodyAccStdX" -0.976302248148148
"subject14" "laying" "tBodyAccStdX" -0.917501887333333
"subject14" "walking" "tBodyAccStdX" -0.402639098135593
"subject14" "walking_downstairs" "tBodyAccStdX" 0.0178313402266667
"subject14" "walking_upstairs" "tBodyAccStdX" -0.309396717592593
"subject15" "standing" "tBodyAccStdX" -0.988949247358491
"subject15" "sitting" "tBodyAccStdX" -0.987084356101695
"subject15" "laying" "tBodyAccStdX" -0.972255551527778
"subject15" "walking" "tBodyAccStdX" -0.327961801111111
"subject15" "walking_downstairs" "tBodyAccStdX" 0.406471051190476
"subject15" "walking_upstairs" "tBodyAccStdX" -0.0260971840270833
"subject16" "standing" "tBodyAccStdX" -0.989076811794872
"subject16" "sitting" "tBodyAccStdX" -0.986825605362319
"subject16" "laying" "tBodyAccStdX" -0.973691429428571
"subject16" "walking" "tBodyAccStdX" -0.404692523921569
"subject16" "walking_downstairs" "tBodyAccStdX" 0.207251997929787
"subject16" "walking_upstairs" "tBodyAccStdX" -0.397083831568627
"subject17" "standing" "tBodyAccStdX" -0.991163919871795
"subject17" "sitting" "tBodyAccStdX" -0.9944439053125
"subject17" "laying" "tBodyAccStdX" -0.972960567323944
"subject17" "walking" "tBodyAccStdX" -0.31950017295082
"subject17" "walking_downstairs" "tBodyAccStdX" 0.187719760269565
"subject17" "walking_upstairs" "tBodyAccStdX" -0.062952754100625
"subject19" "standing" "tBodyAccStdX" -0.989910996849315
"subject19" "sitting" "tBodyAccStdX" -0.976357663013699
"subject19" "laying" "tBodyAccStdX" -0.965019579518072
"subject19" "walking" "tBodyAccStdX" -0.0489049407963461
"subject19" "walking_downstairs" "tBodyAccStdX" 0.626917070512821
"subject19" "walking_upstairs" "tBodyAccStdX" -0.1287420952375
"subject21" "standing" "tBodyAccStdX" -0.981419961123595
"subject21" "sitting" "tBodyAccStdX" -0.991777287176471
"subject21" "laying" "tBodyAccStdX" -0.955019866222222
"subject21" "walking" "tBodyAccStdX" -0.297814843538462
"subject21" "walking_downstairs" "tBodyAccStdX" 0.224343492244444
"subject21" "walking_upstairs" "tBodyAccStdX" -0.240808282276596
"subject22" "standing" "tBodyAccStdX" -0.985000527142857
"subject22" "sitting" "tBodyAccStdX" -0.978466823709677
"subject22" "laying" "tBodyAccStdX" -0.947735251944445
"subject22" "walking" "tBodyAccStdX" -0.00865921919565217
"subject22" "walking_downstairs" "tBodyAccStdX" 0.348618168333333
"subject22" "walking_upstairs" "tBodyAccStdX" 0.0835738640921429
"subject23" "standing" "tBodyAccStdX" -0.985421519558824
"subject23" "sitting" "tBodyAccStdX" -0.987607636617647
"subject23" "laying" "tBodyAccStdX" -0.956756363194444
"subject23" "walking" "tBodyAccStdX" -0.313521773389831
"subject23" "walking_downstairs" "tBodyAccStdX" 0.0441392843425926
"subject23" "walking_upstairs" "tBodyAccStdX" -0.243887818513725
"subject25" "standing" "tBodyAccStdX" -0.991970126756757
"subject25" "sitting" "tBodyAccStdX" -0.991892828615385
"subject25" "laying" "tBodyAccStdX" -0.909116474109589
"subject25" "walking" "tBodyAccStdX" -0.596007443513514
"subject25" "walking_downstairs" "tBodyAccStdX" -0.253756934258621
"subject25" "walking_upstairs" "tBodyAccStdX" -0.459775646153846
"subject26" "standing" "tBodyAccStdX" -0.993069368783784
"subject26" "sitting" "tBodyAccStdX" -0.979768987948718
"subject26" "laying" "tBodyAccStdX" -0.969445445263158
"subject26" "walking" "tBodyAccStdX" -0.340185527559322
"subject26" "walking_downstairs" "tBodyAccStdX" 0.17395384962
"subject26" "walking_upstairs" "tBodyAccStdX" -0.169006952418182
"subject27" "standing" "tBodyAccStdX" -0.9919515835
"subject27" "sitting" "tBodyAccStdX" -0.988580107714286
"subject27" "laying" "tBodyAccStdX" -0.978455153108108
"subject27" "walking" "tBodyAccStdX" -0.348475560526316
"subject27" "walking_downstairs" "tBodyAccStdX" 0.167407531090909
"subject27" "walking_upstairs" "tBodyAccStdX" -0.295439547254902
"subject28" "standing" "tBodyAccStdX" -0.977748638607595
"subject28" "sitting" "tBodyAccStdX" -0.983272806805556
"subject28" "laying" "tBodyAccStdX" -0.9688882955
"subject28" "walking" "tBodyAccStdX" -0.293003522222222
"subject28" "walking_downstairs" "tBodyAccStdX" 0.125712887943478
"subject28" "walking_upstairs" "tBodyAccStdX" -0.242062430294118
"subject29" "standing" "tBodyAccStdX" -0.996068635384615
"subject29" "sitting" "tBodyAccStdX" -0.9907450195
"subject29" "laying" "tBodyAccStdX" -0.984219555507246
"subject29" "walking" "tBodyAccStdX" -0.174337940226415
"subject29" "walking_downstairs" "tBodyAccStdX" 0.167383602458333
"subject29" "walking_upstairs" "tBodyAccStdX" -0.0867715569693878
"subject30" "standing" "tBodyAccStdX" -0.977559426949153
"subject30" "sitting" "tBodyAccStdX" -0.983622744193548
"subject30" "laying" "tBodyAccStdX" -0.976362515428571
"subject30" "walking" "tBodyAccStdX" -0.346394275230769
"subject30" "walking_downstairs" "tBodyAccStdX" -0.0577703163548387
"subject30" "walking_upstairs" "tBodyAccStdX" -0.350504475230769
"subject2" "standing" "tBodyAccStdY" -0.957304989259259
"subject2" "sitting" "tBodyAccStdY" -0.950704499130435
"subject2" "laying" "tBodyAccStdY" -0.98027739875
"subject2" "walking" "tBodyAccStdY" -0.0780912533118644
"subject2" "walking_downstairs" "tBodyAccStdY" 0.262881788951064
"subject2" "walking_upstairs" "tBodyAccStdY" 0.108027279889583
"subject4" "standing" "tBodyAccStdY" -0.86159737875
"subject4" "sitting" "tBodyAccStdY" -0.89022398108
"subject4" "laying" "tBodyAccStdY" -0.941714042407407
"subject4" "walking" "tBodyAccStdY" -0.0788267367683333
"subject4" "walking_downstairs" "tBodyAccStdY" -0.21859832499
"subject4" "walking_upstairs" "tBodyAccStdY" -0.0666899105180769
"subject9" "standing" "tBodyAccStdY" -0.938635759333333
"subject9" "sitting" "tBodyAccStdY" -0.875141405
"subject9" "laying" "tBodyAccStdY" -0.9162927764
"subject9" "walking" "tBodyAccStdY" -0.201696960826923
"subject9" "walking_downstairs" "tBodyAccStdY" -0.208310705504762
"subject9" "walking_upstairs" "tBodyAccStdY" -0.302206203816327
"subject10" "standing" "tBodyAccStdY" -0.919561843409091
"subject10" "sitting" "tBodyAccStdY" -0.917979529962963
"subject10" "laying" "tBodyAccStdY" -0.946454302068966
"subject10" "walking" "tBodyAccStdY" -0.0227431651698113
"subject10" "walking_downstairs" "tBodyAccStdY" 0.00407915363157895
"subject10" "walking_upstairs" "tBodyAccStdY" -0.00555287692765957
"subject12" "standing" "tBodyAccStdY" -0.923140254098361
"subject12" "sitting" "tBodyAccStdY" -0.92858124
"subject12" "laying" "tBodyAccStdY" -0.949072009333333
"subject12" "walking" "tBodyAccStdY" -0.122783290008
"subject12" "walking_downstairs" "tBodyAccStdY" 0.11083534373913
"subject12" "walking_upstairs" "tBodyAccStdY" -0.103818259823077
"subject13" "standing" "tBodyAccStdY" -0.949422439473684
"subject13" "sitting" "tBodyAccStdY" -0.938967741632653
"subject13" "laying" "tBodyAccStdY" -0.950947949516129
"subject13" "walking" "tBodyAccStdY" 0.141866689392982
"subject13" "walking_downstairs" "tBodyAccStdY" -0.03212524665
"subject13" "walking_upstairs" "tBodyAccStdY" 0.104470773801818
"subject18" "standing" "tBodyAccStdY" -0.95422343630137
"subject18" "sitting" "tBodyAccStdY" -0.974928131052632
"subject18" "laying" "tBodyAccStdY" -0.986160920923077
